id,siteID,year,icemoved,timemoved,breakup,Impact Based Flood Severity,firstboat,unsafeman,unsafeveh,typeveh,lastice,remarks,Initial Forecast Start Date,Initial Forecast End Date,qualityFlag,internalNotes
6997,Kuskokwim River at Napaimute,2020,,,2020-05-01,major,,,,,,,2020-05-05,2020-05-05,,
6998,Kuskokwim River at Kwethluk,2020,,,2020-04-30,unknown,,,,,,,2020-05-05,2020-05-05,,
6999,Kuskokwim River at Bethel,2020,,,2020-05-03,unknown,,,,,,,2020-05-05,2020-05-05,,
7000,Kwethluk River at Kwethluk,2020,,,2020-04-30,unknown,,,,,,,2020-05-05,2020-05-05,,
7001,Yukon River at Eagle,2020,2020-05-04,,2020-05-05,none,,,,,,,2020-05-06,2020-05-06,,
7002,Yukon River at Ruby,2020,2020-05-06,,2020-05-06,unknown,,,,,,,2020-05-07,2020-05-07,,
7003,Tanana River nr Manley Hot Springs,2020,,,2020-05-01,minor,,,,,,,2020-05-07,2020-05-07,,
7004,Yukon River at Circle,2020,,,2020-05-06,unknown,,,,,,,2020-05-07,2020-05-07,,
7005,Yukon River at Galena,2020,,,2020-05-07,none,,,,,,,2020-05-07,2020-05-07,,floodwatch issued 5/7 AM from ice jam that formed at Bishop Rock after about a 3 hour ice run had ran past jam point. Big sheet lodged for about 6 hours.  Backwater rise at Galena observed within a couple of hours with 4-5 ft rise at Galena before ice jam broke loose
7006,Skwentna River at Skwentna,2020,,,2020-04-30,none,,,,,,,2020-05-08,2020-05-08,,slush out
7007,Yukon River at Beaver,2020,,,2020-05-08,none,,,,,,,2020-05-09,2020-05-09,,
7008,Yukon River at Dalton Hwy Bridge,2020,,,2020-05-08,unknown,,,,,,,2020-05-09,2020-05-09,,
7009,Yukon River at Tanana,2020,,,2020-05-07,unknown,,,,,,,2020-05-10,2020-05-10,,
7010,Yukon River at Koyukuk,2020,,,2020-05-08,unknown,,,,,,,2020-05-10,2020-05-10,,
7011,Yukon River at Nulato,2020,2020-05-09,,,unknown,,,,,,,2020-05-10,2020-05-10,,
7012,Koyukuk River at Bettles,2020,2020-05-09,17:20,2020-05-09,none,,,,,,,2020-05-10,2020-05-10,,
7013,Yukon River at Grayling,2020,2020-05-10,,2020-05-10,none,,,,,,,2020-05-10,2020-05-10,,
7014,Koyukuk River at Allakaket,2020,2020-05-10,,2020-05-10,minor,,,,,,,2020-05-10,2020-05-10,,
7015,Buckland River at Buckland,2020,,,2020-05-10,moderate,,,,,,,2020-05-11,2020-05-11,,
7016,Koyukuk River at Hughes,2020,,,2020-05-10,none,,,,,,,2020-05-11,2020-05-11,,
7017,Yukon River at Anvik,2020,,,2020-05-10,none,,,,,,,2020-05-11,2020-05-11,,
7018,Yukon River at Russian Mission,2020,,,2020-05-10,none,,,,,,,2020-05-12,2020-05-12,,
7019,Yukon River at Marshall,2020,,,2020-05-10,unknown,,,,,,,2020-05-12,2020-05-12,,
7020,Yukon River at Pilot Station,2020,,,2020-05-11,unknown,,,,,,,2020-05-12,2020-05-12,,
7021,Yukon River at Mountain Village,2020,,,2020-05-11,none,,,,,,,2020-05-12,2020-05-12,,
7022,Kobuk River at Kobuk,2020,,,2020-05-12,unknown,,,,,,,,,,Breakup date from the City.  Dean at 948-2203
7023,Kobuk River at Kiana,2020,,,2020-05-09,unknown,,,,,,,,,,From the city office. The day folks had to rescue their boats. 
7024,Kobuk River at Shungnak,2020,,,2020-05-13,unknown,,,,,,,,,,
7025,Yukon River at Kaltag,2020,,,2020-05-07,unknown,,,,,,,,,,
7026,Yukon River at Holy Cross,2020,,,2020-05-06,unknown,,,,,,,,,,City estimate
7027,Yukon River at Fort Yukon,2020,,,2020-05-08,unknown,,,,,,,2020-05-04,2020-05-10,,relayed from Karen at AFG. Breakup date was 5/8 or 5/9 
7028,Kobuk River at Ambler,2020,,,2020-05-15,unknown,,,,,,,,,,
7029,Yukon River nr Emmonak,2020,,,2020-05-14,minor,,,,,,,2020-05-12,2020-05-18,,
7030,Yukon River at Alakanuk,2020,,,2020-05-14,moderate,,,,,,,,,,
7031,Kuskokwim River at Stony River,2020,,,2020-04-28,none,,,,,,,,,,
7032,Kuskokwim River at Napakiak,2020,,,2020-05-03,unknown,,,,,,,,,,
7033,Selawik River at Selawik,2020,,,2020-05-17,none,,,,,,,2020-05-22,2020-05-22,,
7036,Susitna River at Sunshine,2020,,,2020-05-01,none,,,,,,,2020-04-30,2020-05-06,,
7037,Yentna River at Lake Creek,2020,,,2020-04-30,none,,,,,,,2020-04-29,2020-05-04,,
7107,Moose Creek at Oilwell Road,2020,,,2020-03-21,unknown,,,,,2020-03-21,,2022-03-24,2022-03-24,,
7180,Koyukuk River at Huslia,2020,,,2020-05-10,none,,,,,,,,,,
6921,Kuskokwim River at Nikolai,2019,,,2019-03-31,none,,,,,,,2019-04-06,2019-04-12,,From the Kuskokwim Facebook page and confirmed by Nikolai village council. 
6922,Nushagak River at Ekwok,2019,,,2019-04-01,unknown,,,,,,,,,,Courtesy of Crystal Clark\, river observer.
6923,Chisana River at Northway,2019,,,2019-04-10,none,,,,,,,2019-04-02,2019-04-08,,Observer Lyle (Karen email)
6924,Kuskokwim River at Kwethluk,2019,,,2019-04-07,none,,,,,,,2019-04-11,2019-04-17,,
6925,Skwentna River at Skwentna,2019,,,2019-04-12,unknown,,,,,,,2019-04-07,2019-04-13,,Steve reported that the river broke up this morning (2019-04-12) and was currently open to 1/2 mile downstream. 
6926,Kuskokwim River at Bethel,2019,,,2019-04-12,none,,,,,,,2019-04-16,2019-04-22,,Kusko Breakup Facebook
6927,Tanana River at Nenana,2019,2019-04-12,,2019-04-14,none,,,,,,,2019-04-10,2019-04-16,,From Nenana Ice Classic time
6928,Kuskokwim River at Napakiak,2019,,,2019-04-14,none,,,,,,,2019-04-15,2019-04-21,,
6929,Yentna River at Lake Creek,2019,,,2019-04-15,none,,,,,,,2019-04-12,2019-04-18,,SKW Steve report
6930,Tanana River at Fairbanks D-S of Chena R,2019,2019-04-15,,2019-04-15,none,,,,,,,2019-04-10,2019-04-16,,Used the USGS hydrograph (TALA2). 
6931,Susitna River at Sunshine,2019,,,2019-04-17,unknown,,,,,,,2019-04-12,2019-04-18,,This was from JT\, he drove down on the 19th and the river was open at Sunshine.  He estimated it broke up two days earlier.
6932,Yukon River at Dawson,2019,,,2019-04-23,none,,,,,,(i.e. the ice under the tripod moved) Canadian Hydrologist stated actual breakup occurred on April 28 ,2019-04-21,2019-04-27,,
6933,Kuskokwim River at McGrath,2019,2019-04-28,2AM,2019-04-28,none,,,,,,,2019-04-14,2019-04-20,,
6934,Kuskokwim River at Sleetmute,2019,2019-04-28,,2019-04-28,none,,,,,,,2019-04-12,2019-04-18,,observer reports ice started moving at noon.  Water extremely low
6935,Kuskokwim River at Crooked Creek,2019,2019-04-29,,2019-04-29,none,,,,,,,2019-04-16,2019-04-22,,
6936,Kuskokwim River at Red Devil,2019,2019-04-29,,2019-04-29,none,,,,,,,2019-04-12,2019-04-18,,
6937,Gakona River at Gakona,2019,,,2019-04-29,none,,,,,,,2019-04-12,2019-04-18,,Ice is in vicinity of bridge
6938,Kuskokwim River at Aniak,2019,,,2019-04-29,none,,,,,,,2019-04-17,2019-04-23,,
6939,Kuskokwim River at Kalskag,2019,2019-04-29,,2019-04-29,none,,,,,,,2019-04-15,2019-04-21,,
6940,Kuskokwim River at Tuluksak,2019,2019-04-30,,2019-04-30,none,,,,,,,2019-04-12,2019-04-18,,
6941,Tanana River nr Manley Hot Springs,2019,2019-04-30,,2019-04-30,none,,,,,,,2019-04-13,2019-04-19,,
6942,Yukon River at Eagle,2019,,17:30,2019-05-01,none,,,,,,,2019-04-21,2019-04-27,,John Borg
6943,Kuskokwim River at Akiak,2019,,,2019-04-26,none,,,,,,,2019-04-15,2019-04-21,,
6944,Kuskokwim River at Stony River,2019,,,2019-04-28,none,,,,,,,2019-04-09,2019-04-15,,
6945,Buckland River at Buckland,2019,,,2019-05-05,none,,,,,,Water rose about four feet\, but no flooding issues.,2019-05-06,2019-05-06,,Time from Buckland (494-5004) 
6946,Yukon River at Holy Cross,2019,,,2019-05-05,none,,,,,,Breakup is from 5/5 satellite imagery ,2019-04-28,2019-05-04,,satellite imagery 
6947,Yukon River at Marshall,2019,,,2019-05-05,none,,,,,,Breakup is from 5/5 satellite imagery,2019-04-28,2019-05-04,,
6948,Yukon River at Russian Mission,2019,,,2019-05-05,none,,,,,,Breakup is from 5/5 satellite imagery,2019-04-25,2019-05-01,,
6949,Yukon River at Tanana,2019,2019-05-05,,2019-05-05,none,,,,,,,2019-04-26,2019-05-02,,Pat Moore
6950,Yukon River at Galena,2019,2019-05-09,0300,2019-05-09,none,,,,,,,2019-05-10,2019-05-10,,
6951,Yukon River at Kaltag,2019,2019-05-10,,2019-05-12,none,,,,,,,2019-05-10,2019-05-10,,
6952,Yukon River nr Emmonak,2019,,,2019-05-08,none,,,,,,,2019-05-10,2019-05-10,,
6953,Yukon River at Ruby,2019,,,2019-05-08,none,,,,,,,2019-05-10,2019-05-10,,
6959,Yukon River at Mountain Village,2019,,,2019-05-08,none,,,,,,Breakup estimated around the 8th per info from resident and webcams,2019-05-11,2019-05-11,,Talked with Peter Andrew\, said he thought the river went out around the 7th\, but the web cam shows sometime likely between the 8th and 9th\, so went with the 8th for the official date
6955,Yukon River at Nulato,2019,2019-05-08,,,unknown,,,,,,,2019-05-10,2019-05-10,,
6956,Yukon River at Koyukuk,2019,,,2019-05-08,none,,,,,,,2019-05-10,2019-05-10,,
6957,Yukon River at Circle,2019,2019-05-09,,2019-05-09,none,,,,,,,2019-05-10,2019-05-10,,
6958,Yukon River at Grayling,2019,2019-05-11,,2019-05-11,none,,,,,,Breakup observed on Grayling FAA webcam just after midnight,2019-05-11,2019-05-11,,
6960,Yukon River at Pilot Station,2019,,,2019-05-07,none,,,,,,Breakup estimated based on local reports and satellite imagery,2019-05-11,2019-05-11,,
6961,Koyukuk River at Huslia,2019,,,2019-05-12,none,,,,,,,2019-05-12,2019-05-12,,
6962,Koyukuk River at Hughes,2019,,,2019-05-12,none,,,,,,,2019-05-12,2019-05-12,,
6963,Yukon River at Fort Yukon,2019,,,2019-05-11,none,,,,,,,2019-05-12,2019-05-12,,
6964,Yukon River at Beaver,2019,,,2019-05-12,none,,,,,,,2019-05-12,2019-05-12,,
6965,Yukon River at Stevens Village,2019,,,2019-05-12,none,,,,,,,2019-05-12,2019-05-12,,
6966,Yukon River at Rampart,2019,,,2019-05-12,none,,,,,,,2019-05-12,2019-05-12,,
6967,Kobuk River at Kobuk,2019,,,2019-05-14,none,,,,,,,2019-05-13,2019-05-13,,
6968,Koyukuk River at Bettles,2019,,,2019-05-14,none,,,,,,,2019-05-14,2019-05-14,,
6969,Colville River at Umiat,2019,,,2019-05-18,none,,,,,,Date estimated based on Colville Cam,2019-05-23,2019-05-23,,
6970,Colville River at Colville Village,2019,,,2019-05-27,none,,,,,,,2019-05-29,2019-05-29,,
7034,Chatanika River at Elliott Hwy Bridge,2019,,,,unknown,,,2019-03-26,snowmachine,,Tons of overflow\, slush and ponding. A few open spots. Given the change from Sunday to Tuesday I think the river will be impassable by a snow machine as of today unless there is a hard freeze. ,2019-03-27,2019-03-27,,Chatanika north of Murphy Dome down to Minto Flats. From Brian- Brian.leo.stoltz@gmail.com  
7106,Moose Creek at Oilwell Road,2019,,,2019-04-07,unknown,,,,,2019-04-07,,2022-03-24,2022-03-24,,
7116,Amber Lake at Oilwell Road,2019,,,2019-05-02,unknown,,,,,2019-05-02,,2022-03-24,2022-03-24,,
7179,Koyukuk River at Allakaket,2019,,,2019-05-13,none,,,,,,,,,,
6865,Anchor River at Anchor Point,2018,,,2018-04-11,minor,,,,,,Minor ice jam caused some water over campground access road. ,2018-04-12,2018-04-12,,Eric and Andy 
6866,Knik River nr Eklutna Project,2018,,,2018-04-15,none,,,,,,Observed from Glenn Highway,,,questionable,Breakup occurred between Friday 4/13 4pm to Sunday 4/15 9pm
6867,Kuskokwim River at Nikolai,2018,,,2018-04-24,none,,,,,,Ice moved out at night on the 4/23 of early morning 4/24 AKDT,2018-04-19,2018-04-25,,Confirmed by Runkle 293-2329
6868,Chisana River at Northway,2018,,,2018-04-25,unknown,,,,,,Is moved out between 4/24 7pm to 4/25 7am ,2018-04-18,2018-04-24,,Reported by Cherie Marunde. Noel Crocket verified that the ice went out the evening of 4/24 AKDT
6869,Kuskokwim River at Napaimute,2018,2018-04-26,1700 AKST,2018-04-28,none,,,,,,,0000-00-00,0000-00-00,,
6870,Deshka River at Big Susitna,2018,,,2018-04-26,none,,,,,,,2018-04-27,2018-04-27,,
6871,Kuskokwim River at Red Devil,2018,,,2018-04-29,unknown,,,,,,,2018-04-29,2018-05-05,,
6872,Kuskokwim River at Sleetmute,2018,,,2018-04-29,unknown,,,,,,,2018-04-28,2018-05-04,,
6873,Kuskokwim River at Crooked Creek,2018,,,2018-04-29,unknown,,,,,,,2018-05-01,2018-05-07,,
6874,Kuskokwim River at Aniak,2018,2018-04-30,6PM,2018-05-01,minor,,,,,,An ice jam formed downstream at Birch Crossing causing nuisance flooding,2018-05-03,2018-05-09,,
6875,Kuskokwim River at Kalskag,2018,2018-05-02,18:00,2018-05-05,moderate,,,,,,A Flood Warning was issued due to rising water caused by an ice jam at Coffee's Bend.,2018-05-04,2018-05-10,,Local Resident
6876,Kuskokwim River at Bethel,2018,2018-04-30,,2018-05-02,unknown,,,,,,,2018-05-07,2018-05-13,,Facebook Post
6877,Kuskokwim River at Kwethluk,2018,,,2018-04-30,none,,,,,,,2018-05-07,2018-05-13,questionable,Reported by RiverWatch. No exact date of breakup
6878,Kuskokwim River at Stony River,2018,,,2018-05-02,none,,,,,,Breakup might have occurred earlier,2018-04-28,2018-05-04,questionable,https://www.facebook.com/groups/433512193777148/
6879,Kuskokwim River at Tuluksak,2018,,,2018-05-04,none,,,,,,"went out days ago",2018-05-04,2018-05-10,questionable,RiverWatch
6880,Skwentna River at Skwentna,2018,,,2018-05-03,none,,,,,,River broke up and water dropped significantly,2018-04-27,2018-05-03,,Skwentna Steve
6881,Yentna River at Lake Creek,2018,2018-05-02,,2018-05-03,none,,,,,,,2018-04-29,2018-05-04,,Cindy Abbott\r\nObserved from Fish Creek
6882,Kuskokwim River at Akiak,2018,2018-05-03,19:00,2018-05-04,none,,,,,,,2018-05-05,2018-05-11,,https://www.facebook.com/groups/433512193777148/
6883,Susitna River at Sunshine,2018,,,2018-05-04,none,,,,,,Ice moving today,2018-04-30,2018-05-06,questionable,JT
6884,Kuskokwim River at Napakiak,2018,,,2018-05-05,none,,,,,,An ice jam formed downstream but has now moved out.,2018-05-07,2018-05-13,,BSAR
6885,Gakona River at Gakona,2018,,,2018-05-06,none,,,,,,,2018-04-27,2018-05-03,questionable,Warren
6886,Gulkana River nr Gakona,2018,,,2018-05-06,none,,,,,,,2018-04-27,2018-05-03,questionable,Warren
6887,Yukon River at Dawson,2018,2018-05-08,15:00,2018-05-08,none,,,,,,,2018-05-04,2018-05-10,,From Hanna\, Wade
6888,Yukon River at Eagle,2018,2018-05-07,,2018-05-08,none,,,,,,,2018-05-03,2018-05-09,,RiverWatch
6889,Kuskokwim River at McGrath,2018,,,2018-05-09,none,,,,,,,2018-05-09,2018-05-09,,Misty MacAlpine FB post on the Kusko 2018 FB page. https://www.facebook.com/KSKO89.5FM/videos/10160291818780623/UzpfSTQzMzUxMjE5Mzc3NzE0ODo0Mzc0ODI2MjY3MTM0Mzg/
6890,Yukon River at Tanana,2018,2018-05-07,,2018-05-07,none,,,,,,,2018-05-09,2018-05-09,,From resident Pat. Little vague on sequence of events but the river is open at confluence to 2.5 mi d/s as of 5/9/2018. 
6891,Tanana River nr Manley Hot Springs,2018,2018-05-07,,2018-05-08,none,,,,,,,2018-05-09,2018-05-09,,Jammed d/s but no rising water yet. Water appears "normal" really.
6892,Black River at Chalkyitsik,2018,,,2018-05-09,none,,,,,,,2018-05-11,2018-05-11,,
6893,Yukon River at Circle,2018,,,2018-05-10,unknown,,,,,,,2018-05-11,2018-05-11,,
6894,Koyukuk River at Bettles,2018,2018-05-11,,2018-05-11,none,,,2018-05-04,snowmachine,,,2018-05-11,2018-05-11,,Breakup 12:30pm to be exact...
6895,Yukon River at Galena,2018,2018-05-12,,2018-05-12,none,,,,,,,2018-05-12,2018-05-12,,
6896,Yukon River at Fort Yukon,2018,2018-05-11,,2018-05-12,none,,,,,,,2018-05-12,2018-05-12,,Water really low...
6897,Yukon River at Ruby,2018,2018-05-12,,2018-05-12,unknown,,,,,,,2018-05-12,2018-05-12,,
6898,Buckland River at Buckland,2018,2018-05-11,,2018-05-12,none,,,,,,,2018-05-13,2018-05-13,,
6899,Koyukuk River at Allakaket,2018,2018-05-11,,2018-05-11,none,,,,,,,2018-05-13,2018-05-13,,
6900,Koyukuk River at Huslia,2018,2018-05-12,,2018-05-13,none,,,,,,,2018-05-13,2018-05-13,,
6901,Yukon River at Beaver,2018,2018-05-12,,2018-05-12,none,,,,,,,2018-05-13,2018-05-13,,
6902,Yukon River at Stevens Village,2018,2018-05-11,,2018-05-11,none,,,,,,,2018-05-13,2018-05-13,,
6903,Yukon River at Rampart,2018,2018-05-12,,2018-05-12,none,,,,,,,2018-05-13,2018-05-13,,
6904,Koyukuk River at Hughes,2018,2018-05-11,,2018-05-11,unknown,,,,,,,2018-05-13,2018-05-13,,
6905,Yukon River at Nulato,2018,2018-05-12,,2018-05-12,none,,,,,,,2018-05-13,2018-05-13,,Water low too\, no issues.
6906,Tanana River at Nenana,2018,,,2018-05-01,none,,,,,,,2018-04-26,2018-05-02,,
6907,Yukon River at Kaltag,2018,,,2018-05-14,none,,,,,,,2018-05-10,2018-05-16,,
6908,Yukon River at Anvik,2018,,,2018-05-15,none,,,,,,,2018-05-10,2018-05-16,,
6909,Yukon River at Holy Cross,2018,2018-05-15,,2018-05-16,none,,,,,,,2018-05-12,2018-05-18,,
6910,Yukon River at Russian Mission,2018,,,2018-05-14,none,,,,,,,2018-05-08,2018-05-14,,Traditional Council 584-5511 (Elli)
6911,Yukon River at Marshall,2018,,,2018-05-15,none,,,,,,River ice is out and flowing with chunk ice. Ice seemed to melt in place. Water started rising about 2-days ago and came up about 4 to 5 feet.,2018-05-12,2018-05-18,,William 679-2023
6912,Yukon River at Pilot Station,2018,,,2018-05-13,none,,,,,,Water rising slowly,2018-05-13,2018-05-19,,Bernard Meyers 549-3412
6913,Yukon River at Mountain Village,2018,,,2018-05-14,none,,,,,,Ice went out 3 or four days ago (call made on 5/17). No ice in river.,2018-05-13,2018-05-19,questionable,Peter Andrews 591-6011
6914,Kobuk River at Kobuk,2018,,,2018-05-11,none,,,,,,Very few chucks of ice floeing past village.,2018-05-12,2018-05-18,,Cape Smythe 907-948-2214
6915,Kobuk River at Shungnak,2018,,,2018-05-16,none,,,,,,Water rose some but no flooding concerns.,2018-05-17,2018-05-17,,City 437-2161
6916,Kobuk River at Ambler,2018,,,2018-05-16,none,,,,,,,2018-05-19,2018-05-21,,Lydia Douglas 445-2131
6917,Noatak River at Noatak,2018,,,2018-05-11,none,,,,,,Water levels low,2018-05-17,2018-05-23,questionable,Stacey 442-3200
6918,Kuparuk River at Kuparuk,2018,2018-06-05,,,moderate,,,,,,Access Road flooded,2018-06-05,2018-06-05,,James Helmericks
6919,Colville River at Colville Village,2018,2018-06-04,,2018-06-05,none,2018-06-06,2018-05-22,2018-05-20,snowmachine,,mildest breakup in years\, nice relief from past few years of flooding.,2018-06-06,2018-06-06,,James Helmericks\r\n\r\nIce free 6/6/2018\r\n\r\n
6920,Chena River at Fairbanks,2018,,,2018-04-25,none,,,,,,Mush out hard to determine a definitive date. ,2019-02-14,2019-02-14,,Looking at the webcam it looks like more of a mush out occurred between (04/17-05/01) than an actual breakup front moving thru. The USGS hydrograph for 15514000 looks like there was an overall change on 04/25/18 which is the date chosen.  
7105,Moose Creek at Oilwell Road,2018,,,2018-04-17,unknown,,,,,2018-04-17,,2022-03-24,2022-03-24,,
6777,Yentna River at Lake Creek,2017,,,2017-04-26,none,,,,,,,2017-04-28,2017-05-01,,
6771,Anchor River at Anchor Point,2017,,,2017-04-13,none,,,,,,Could have been early. Info from river cam.,2017-04-08,2017-04-14,questionable,
6772,Kuskokwim River at Nikolai,2017,2017-04-23,,2017-04-23,none,,,,,,,2017-04-17,2017-04-23,,From http://members2.boardhost.com/MCG-Community/msg/1493005595.html
6773,Skwentna River at Skwentna,2017,2017-04-23,,2017-04-24,none,,,,,,likely went out during evening or last last night.,2017-04-24,2017-04-30,,Reported by observer.
6774,Tanana River at Northway,2017,2017-04-24,,2017-04-25,none,,,,,,,2017-04-22,2017-04-28,,Observer called
6775,Yentna River at Fish Creek,2017,,,2017-04-25,,,,,,,,2017-04-28,2017-05-01,,From Cindy Abbott\r\nObserved at Fish Creek 
6776,Kuskokwim River at Stony River,2017,2017-04-26,04:00,2017-04-26,none,2017-04-27,,,,,,2017-04-30,2017-05-06,,Mark Leary verified that the ice moved on the evening of the 26th.
6778,Susitna River at Gold Creek,2017,,,2017-04-29,none,,,,,,,2017-04-27,2017-05-03,,
6779,Gakona River at Gakona,2017,,,2017-04-27,none,,,,,,,2017-04-25,2017-05-01,,Exact data unsure.  Ice just melted\, didn't really break up.
6780,Gulkana River nr Gakona,2017,,,2017-04-27,none,,,,,,,2017-04-23,2017-04-29,,Exact data unsure.  Ice just melted\, didn't really break up.
6781,Chena River at Fairbanks,2017,,,2017-04-29,none,,,,,,,2017-04-22,2017-04-28,,
6782,Tanana River at Fairbanks D-S of Chena R,2017,,,2017-05-01,none,,,,,,,2017-04-24,2017-04-30,,
6783,Tanana River at Nenana,2017,2017-05-01,,2017-05-01,none,,,,,,,2017-04-25,2017-05-01,,
6784,Tanana River nr Manley Hot Springs,2017,,,,minor,,,,,,,2017-04-30,2017-05-06,,
6785,Kuskokwim River at McGrath,2017,2017-05-04,9:00 pm,2017-05-04,none,,,,,,,2017-04-30,2017-05-06,,The McGrath ice moved out tripping the tripod.
6786,Kuskokwim River at Sleetmute,2017,,,2017-04-27,none,,,,,,,2017-04-28,2017-05-04,,Sleetmute's ice began running about 7:30 this evening and ran well over an hour. In the beginning it was huge pans\, but then became more and more jumbled as the time went on. The water level has come up\, but still amazingly low for this time of year.  (Courtesy of Susan Hubbard)
6787,Kuskokwim River at Red Devil,2017,,,2017-04-28,,,,,,,,2017-04-29,2017-05-05,,
